,Melt analysis #,Rock type/Co-present phases,P_kbar,P GPa,P MPa,T ºC,T_K,Ref.,SiO2_Liq,TiO2_Liq,Al2O3_Liq,FeOt_Liq,MnO_Liq,MgO_Liq,CaO_Liq,Na2O_Liq,K2O_Liq,P2O5_Liq,Total,Amph,SiO2_Amp,TiO2_Amp,Al2O3_Amp,Cr2O3_Amp,FeOt_Amp,MgO_Amp,CaO_Amp,MnO_Amp,Na2O_Amp,K2O_Amp,F_Amp,Cl_Amp,SiO2_Amp_cat_prop,MgO_Amp_cat_prop,FeOt_Amp_cat_prop,CaO_Amp_cat_prop,Al2O3_Amp_cat_prop,Na2O_Amp_cat_prop,K2O_Amp_cat_prop,MnO_Amp_cat_prop,TiO2_Amp_cat_prop,Cr2O3_Amp_cat_prop,F_Amp_cat_prop,Cl_Amp_cat_prop,Si_Amp_13_cat,Mg_Amp_13_cat,Fet_Amp_13_cat,Ca_Amp_13_cat,Al_Amp_13_cat,Na_Amp_13_cat,K_Amp_13_cat,Mn_Amp_13_cat,Ti_Amp_13_cat,Cr_Amp_13_cat,F_Amp_13_cat,Cl_Amp_13_cat,cation_sum_Si_Mg,Si_T,Al_IV_T,Ti_T,Cr_C,Fe3_C,Mg_C,Fe2_C,Mn_C,Ca_B,Na_B,Na_A,K_A,Al_VI_C,Ti_C,Charge,Sum_input,H2O_calc,Fe3_calc,Fe2_calc,Fe2O3_calc,FeO_calc,"O=F,Cl",Total_recalc,Total,Fail Msg,Input_Check,Mgno_Fe2,Mgno_FeT,Na_calc,B_Sum,A_Sum,class,classification
33,22,liq+plag+amph+spn,2.30000004172325,0.230000004172325,230.000004172325,834,1107.15,"Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. ",73.5899963378906,0.330000013113022,15.6099996566772,1.60000002384186,0.0599999986588955,0.409999996423721,2.15000009536743,3.83999991416931,2.41000008583069,,99.99999612197273,22,46.6800003051758,1.66999995708466,9.94999980926513,,11.1300001144409,14.1700000762939,10.4399995803833,0.270000010728836,2.08999991416931,0.400000005960465,0.0,0.0,0.7769123278273051,0.3515780090386537,0.1549146802110194,0.18616593698859288,0.1951726603164961,0.06744219539422418,0.008493019925908276,0.0038061943799263575,0.02090164906611755,0.0,0.0,0.0,6.718524273495726,3.0403499895017077,1.339659575526666,1.6099118546024158,1.6877995224071014,0.5832215690039303,0.07344530197773004,0.03291492284939322,0.18075171621940708,0.0,0.0,0.0,1.5032855208395182,6.718524273495726,1.281475726504274,0.0,0.0,0.6371579179761397,3.0403499895017077,0.7025016575505263,0.03291492284939322,1.6099118546024158,0.3900881453975842,0.1931334236063461,0.07344530197773004,0.4063237959028274,0.18075171621940708,45.36284208202386,96.79999977350231,1.9658349118670624,0.6371579179761397,0.7025016575505263,5.882956694571449,5.836440594140063,-0.0,99.35523185963997,,,True,0.8123084418524049,0.6941423173540517,0.3900881453975842,2.0,0.26657872558407614,N/A,Mg-Hornblende
34,23,liq+plag+amph+spn,2.30000004172325,0.230000004172325,230.000004172325,834,1107.15,"Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. ",74.4599990844727,0.349999994039535,15.2799997329712,1.00999999046326,0.0900000035762787,0.270000010728836,1.92999994754791,4.09999990463257,2.51999998092651,,100.0099986493588,23,47.0800018310547,1.82000005245209,9.78999996185303,,10.4399995803833,14.5200004577637,10.460000038147,0.300000011920929,2.0699999332428,0.400000005960465,0.0,0.0,0.7835696996047983,0.36026202009139785,0.14531079782288925,0.1865225848917955,0.1920342084101378,0.06679681612297068,0.008493019925908276,0.004229104866584843,0.022779043936670382,0.0,0.0,0.0,6.754083180067193,3.1053263692350144,1.2525257369608866,1.6077562135898298,1.6552643851269297,0.5757640353956264,0.07320671416784495,0.03645333154223219,0.19634699706774478,0.0,0.0,0.0,1.5081848747324784,6.754083180067193,1.2459168199328072,0.0,0.0,0.5793920838600499,3.1053263692350144,0.6731336531008367,0.03645333154223219,1.6077562135898298,0.3922437864101702,0.18352024898545616,0.07320671416784495,0.4093475651941225,0.19634699706774478,45.42060791613995,96.88000187277801,1.9722417592655488,0.5793920838600499,0.6731336531008367,5.367032569237363,5.6106751730037026,-0.0,99.38995179390132,,,True,0.8218497353097032,0.7125818622481308,0.3922437864101702,2.0,0.2567269631533011,N/A,Mg-Hornblende
35,42,liq+plag+amph+spn,2.24999994039536,0.224999994039536,224.999994039536,899,1172.15,"Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. ",68.0500030517578,0.370000004768372,16.6900005340576,3.33999991416931,0.0799999982118607,1.08000004291534,3.96000003814697,4.6100001335144,1.82000005245209,,100.00000376999375,42,45.6399993896484,1.96000003814697,10.5600004196167,,12.4399995803833,13.8599996566772,10.75,0.219999998807907,2.20000004768372,0.370000004768372,0.0,0.0,0.7596032119973437,0.34388645436376536,0.17314811653235115,0.1916938604468696,0.2071380315927992,0.07099178907964697,0.007856043415645672,0.0031013434287876143,0.024531277856103657,0.0,0.0,0.0,6.533536218439278,2.9578529541870653,1.4892900301777776,1.6488065878352902,1.7816457464275512,0.6106180408901396,0.06757178403022854,0.026675426456560836,0.21099962431176653,0.0,0.0,0.0,1.5114084357711508,6.533536218439278,1.466463781560722,0.0,0.0,0.7534795674794168,2.9578529541870653,0.7358104626983608,0.026675426456560836,1.6488065878352902,0.3511934121647098,0.2594246287254298,0.06757178403022854,0.31518196486682926,0.21099962431176653,45.24652043252058,97.99999913573258,1.9764571852391972,0.7534795674794168,0.7358104626983608,6.9945602294008875,6.146205011603142,-0.0,100.67722198159251,,,True,0.8007911442784326,0.6651130769993707,0.3511934121647098,2.0,0.3269964127556584,N/A,Mg-Hornblende
36,43,liq+plag+amph+spn,2.24999994039536,0.224999994039536,224.999994039536,899,1172.15,"Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. ",69.6500015258789,0.379999995231628,15.9200000762939,3.15000009536743,0.0799999982118607,0.899999976158142,3.33999991416931,4.59000015258789,1.99000000953674,,100.00000174343582,43,45.7400016784668,2.25999999046326,10.0600004196167,,13.4799995422363,13.8299999237061,10.3999996185303,0.209999993443489,2.22000002861023,0.330000013113022,0.0,0.0,0.7612675866864189,0.3431421179958838,0.1876235217303162,0.18545265818809714,0.1973303600321044,0.07163716835090046,0.007006741612888626,0.002960373196547486,0.028286064613172547,0.0,0.0,0.0,6.508229242915651,2.9335907713311618,1.6040311082981362,1.585471960588529,1.687016815291037,0.6124405164422845,0.059902038993996834,0.0253088240517068,0.24182323811230697,0.0,0.0,0.0,1.5206100242544434,6.508229242915651,1.4917707570843488,0.0,0.0,0.9695917460397112,2.9335907713311618,0.634439362258425,0.0253088240517068,1.585471960588529,0.414528039411471,0.1979124770308135,0.059902038993996834,0.19524605820668817,0.24182323811230697,45.03040825396029,98.53000120818619,1.988490031717349,0.9695917460397112,0.634439362258425,9.055529536041602,5.331718486366587,-0.0,101.42573972007543,,,True,0.8221877791093225,0.6465040166746601,0.414528039411471,2.0,0.2578145160248103,N/A,Mg-Hornblende
37,65,liq+plag+amph+spn+ilm,3.8899999856948906,0.388999998569489,388.99999856948904,780,1053.15,"Scaillet, B., Evans, B.W. (1999) The 15 June 1991 Eruption of Mount Pinatubo. I. Phase Equilibria and pre-eruption P-T-fO2-fH2O conditions of the dacite magma. Journal of Petrology 40 381-411. ",74.9400024414062,0.0900000035762787,15.4399995803833,0.879999995231628,0.0599999986588955,0.25,2.32999992370605,3.52999997138977,2.47000002861023,,99.99000194296235,65,47.25,1.01999998092651,10.4899997711182,,12.3500003814697,13.2600002288818,10.1499996185303,0.400000005960465,1.82000005245209,0.400000005960465,0.0,0.0,0.786399041342121,0.32899960869595574,0.17189544834047407,0.18099466143351878,0.20576494485378136,0.058729571385536715,0.008493019925908276,0.005638806348738528,0.012766276764456056,0.0,0.0,0.0,6.763764590407827,2.829703225169161,1.4784610428228684,1.5567227548593865,1.7697702753731481,0.505129043226423,0.07304788589575006,0.04849898932820797,0.10980187689879002,0.0,0.0,0.0,1.5114641263455266,6.763764590407827,1.2362354095921733,0.0,0.0,0.791474351172667,2.829703225169161,0.6869866916502014,0.04849898932820797,1.5567227548593865,0.4432772451406135,0.06185179808580954,0.07304788589575006,0.5335348657809749,0.10980187689879002,45.20852564882733,97.14000004529953,1.9765300113749193,0.791474351172667,0.6869866916502014,7.3475370039538275,5.738592805763284,-0.0,99.85265948492187,,,True,0.8046496256708524,0.6568234285291177,0.4432772451406135,2.0,0.1348996839815596,N/A,Mg-Hornblende
38,DM-A,Rhyolite,2.0,,200.0,1050,1323.15,Sisson 1994,77.7,0.06,11.2,0.7,0.06,0.11,0.47,3.51,4.26,0.05,98.12000000000002,DM-A,45.9,1.43,6.9,0.0,19.0,11.3,10.9,0.69,1.62,0.76,0.0,0.0,0.7639304973037746,0.28036919412465267,0.2644545277398881,0.19436865849961663,0.1353458675375879,0.052275770825602225,0.016136737618769575,0.009726940806631236,0.017897819720143184,0.0,0.0,0.0,6.747930147148611,2.4765495605200223,2.3359725610958693,1.7168919620037737,1.195533445872759,0.46176092087503334,0.14253859302467764,0.08591974968960653,0.15809453567313206,0.0,0.0,0.0,1.4717248472326776,6.747930147148611,1.195533445872759,0.05653640697863027,0.0,0.9543337505764953,2.4765495605200223,1.381638810519374,0.08591974968960653,1.7168919620037737,0.2831080379962263,0.17865288287880704,0.14253859302467764,0.0,0.10155812869450179,45.045666249423505,98.5,1.9245632617658093,0.9543337505764953,1.381638810519374,8.626487510229484,11.237776434990732,-0.0,101.28882720698603,,,True,0.6418944132198604,0.5146053354012378,0.2831080379962263,2.0,0.3211914759034847,N/A,Mg-Hornblende
39,1442,"gt,amph,cpx,all,ap,ilm,liq",20.0,2.0,2000.0,1050,1323.15,"Adam, J. and Green, T.H. (1994) The effects of pressure and temperature on the partitioning of Ti, Sr and REE between amphibole, clinopyroxene, and basanitic melts. Chemical Geology 117 219-233. ",39.86,2.06,15.29,8.85,0.17,4.85,7.5,3.12,1.85,,83.55,1442,42.63,1.8,13.28,0.23,7.79,15.99,11.17,0.09,2.39,1.86,0.0,0.0,0.7095066906331137,0.39673481540293765,0.10842635637335411,0.19918329499456125,0.2604917566520532,0.07712289646493167,0.0394925420669887,0.001268731409560596,0.022528724123257154,0.0030265109197829864,0.0,0.0,6.140937269346835,3.4338275397816664,0.9384540859487371,1.7239754547937154,2.254613744875039,0.6675157196880876,0.34181668283354705,0.010981150848358164,0.1949910880697847,0.026195121129578103,0.0,0.0,1.5019835855140595,6.140937269346835,1.8590627306531653,0.0,0.026195121129578103,0.5900511070530712,3.4338275397816664,0.34840297889566596,0.010981150848358164,1.7239754547937154,0.2760245452062846,0.39149117448180304,0.34181668283354705,0.39555101422187366,0.1949910880697847,45.40994889294693,97.23,1.9641323810568472,0.5900511070530712,0.34840297889566596,5.44329546301457,2.892053267425907,-0.0,99.73948111149731,,,True,0.9078842558180445,0.7853628456991342,0.2760245452062846,2.0,0.7333078573153501,N/A,Mg-hastingsite
40,1446,"cpx,amph,liq",15.0,1.5,1500.0,1050,1323.15,"Adam, J. and Green, T.H. (1994) The effects of pressure and temperature on the partitioning of Ti, Sr and REE between amphibole, clinopyroxene, and basanitic melts. Chemical Geology 117 219-233. ",44.33,2.08,14.56,9.57,0.2,5.47,7.96,3.76,1.92,,89.85,1446,42.43,2.58,12.97,0.31,7.8,15.56,11.21,0.09,2.41,1.61,0.0,0.0,0.7061780174422475,0.3860658991663358,0.10856554296690142,0.1998965744752938,0.2544110002844225,0.07776827635166751,0.03418440469239344,0.001268731409560596,0.032291171243335255,0.0040792103701422855,0.0,0.0,6.149482773534148,3.3619080992796717,0.945401753926645,1.7407233174386318,2.215441468021333,0.6772154668367786,0.29768189123302075,0.011048265104021945,0.2811953875559021,0.03552225257827902,0.0,0.0,1.4928595728829452,6.149482773534148,1.8505172264658523,0.0,0.03552225257827902,0.43133596427322374,3.3619080992796717,0.5140657896534213,0.011048265104021945,1.7407233174386318,0.25927668256136815,0.4179387842754104,0.29768189123302075,0.36492424155548076,0.2811953875559021,45.568664035726776,96.97000000000001,1.9522009799238516,0.43133596427322374,0.5140657896534213,3.954956585377222,4.241279585787405,-0.0,99.31843715108849,,,True,0.8673711938253217,0.7805122486781634,0.25927668256136815,2.0,0.7156206755084311,N/A,Mg-hastingsite
41,1447,"cpx,amph,liq",10.0,1.0,1000.0,1050,1323.15,"Adam, J. and Green, T.H. (1994) The effects of pressure and temperature on the partitioning of Ti, Sr and REE between amphibole, clinopyroxene, and basanitic melts. Chemical Geology 117 219-233. ",46.0,1.84,14.6,8.33,0.18,4.86,7.71,3.71,2.25,,89.48,1447,41.19,2.62,12.25,0.1,9.44,15.67,11.54,0.11,2.44,1.4,0.0,0.0,0.6855402436588774,0.3887951568082572,0.13139214430866017,0.2057811301913372,0.240287953237022,0.07873634618177125,0.029725569297733425,0.0015506717227962842,0.032791809557185414,0.0013158743129491246,0.0,0.0,6.014834604712387,3.4112345481478887,1.152816371737827,1.8054949717694109,2.1082530305029397,0.6908217337250687,0.26080800435947943,0.01360537769313681,0.28771076928029604,0.011545297925524696,0.0,0.0,1.4816738536057477,6.014834604712387,1.9851653952876127,0.0,0.011545297925524696,0.7124912419628018,3.4112345481478887,0.44032512977502525,0.01360537769313681,1.8054949717694109,0.19450502823058913,0.4963167054944796,0.26080800435947943,0.12308763521532695,0.28771076928029604,45.2875087580372,96.75999999999999,1.9375735008690547,0.7124912419628018,0.44032512977502525,6.483943771240773,3.605664637474064,-0.0,99.34718190958388,,,True,0.8856761502881644,0.7474137795625878,0.19450502823058913,2.0,0.7571247098539591,N/A,Mg-hastingsite
42,1452,"amph,bi,liq",5.0,0.5,500.0,1000,1273.15,"Adam, J. and Green, T.H. (1994) The effects of pressure and temperature on the partitioning of Ti, Sr and REE between amphibole, clinopyroxene, and basanitic melts. Chemical Geology 117 219-233. ",45.8,1.74,14.65,9.31,0.19,4.24,7.75,3.83,2.1,,89.60999999999999,1452,40.71,3.08,12.42,0.13,9.89,14.97,11.69,0.12,2.45,1.11,0.0,0.0,0.6775514280007988,0.3714271536323938,0.1376555410182891,0.20845592824408424,0.2436225615676582,0.07905903612513916,0.023568129943202933,0.0016916418794141281,0.038549150166462244,0.0017106366068338618,0.0,0.0,5.9829642881319325,3.2798032798515258,1.2155360492796912,1.8407228186555873,2.1512538021553747,0.6981128962955743,0.20811302871030146,0.014937660131137943,0.3403995316847105,0.015105388765627562,0.0,0.0,1.4722081128718503,5.9829642881319325,2.0170357118680675,0.0,0.015105388765627562,0.5992416071286684,3.2798032798515258,0.6162944421510228,0.014937660131137943,1.8407228186555873,0.1592771813444127,0.5388357149511616,0.20811302871030146,0.13421809028730713,0.3403995316847105,45.40075839287133,96.57,1.9251952245247272,0.5992416071286684,0.6162944421510228,5.4184897889136465,5.014373729586641,-0.0,99.038058743025,,,True,0.8418175091783235,0.7296008242575518,0.1592771813444127,2.0,0.746948743661463,N/A,Mg-hastingsite
43,1518,"cpx,amph,mag,liq",20.0,2.0,2000.0,1100,1373.15,"Adam, J. and Green, T.H. (1994) The effects of pressure and temperature on the partitioning of Ti, Sr and REE between amphibole, clinopyroxene, and basanitic melts. Chemical Geology 117 219-233. ",41.6,2.05,15.18,8.27,0.15,6.18,7.93,3.04,1.73,,86.13000000000002,1518,42.35,1.42,13.03,0.3,8.11,16.39,11.22,0.04,2.28,2.14,0.0,0.0,0.7048465481659011,0.4066593886462882,0.11288032736686801,0.20007489434547693,0.25558792087170584,0.0735733070878846,0.045437655926535384,0.0005638806264713761,0.017772660141680642,0.0039476229388473736,0.0,0.0,6.099486904987897,3.5190831568839562,0.9768254954167725,1.7313757175268687,2.2117653558588732,0.6366767693009685,0.3932010279945583,0.0048796188419851574,0.15379816796019286,0.03416130005032244,0.0,0.0,1.5022583487577625,6.099486904987897,1.9005130950121032,0.0,0.03416130005032244,0.7548739658453556,3.5190831568839562,0.22195152957141695,0.0048796188419851574,1.7313757175268687,0.2686242824731313,0.3680524868278372,0.3932010279945583,0.31125226084677005,0.15379816796019286,45.245126034154644,97.28,1.964491686837074,0.7548739658453556,0.22195152957141695,6.965080920595323,1.8427312895392756,-0.0,99.94230389697168,,,True,0.9406710848271455,0.782730128443136,0.2686242824731313,2.0,0.7612535148223956,N/A,Mg-hastingsite
44,Jor46.10,ol+cpx+amph+bi+spn+ap,2.21000000834465,0.221000000834465,221.000000834465,1035,1308.15,"Barclay, J., Carmichael, I.S.E. (2004) A hornblende basalt from western Mexico: water-saturated phase relations constrain a pressure-temperature window of eruptibility. Journal of Petrology 45 485-506. 10.1093/petrology/egg091",52.0099983215332,0.939999997615814,16.0100002288818,8.485475697439396,0.129999995231628,2.90000009536743,4.80000019073486,5.51000022888184,3.20000004768372,,93.9854748033697,Jor46.10,41.7999992370606,2.70000004768372,11.0,,9.10000038146973,16.0,11.6999998092651,0.0700000002980232,2.64000010490418,1.02999997138977,0.0,0.0,0.6956926841931396,0.39698292973402144,0.1266598054375989,0.2086342447130851,0.21576877433528507,0.08519014843428194,0.021869525375864327,0.0009867911005261457,0.03379308678169316,0.0,0.0,0.0,6.152869514923955,3.5110102805501744,1.1202090712611905,1.8452102677393434,1.9083097235955866,0.7534416836380309,0.19341921950361426,0.008727412287032147,0.29887399738206116,0.0,0.0,0.0,1.4698840715822643,6.152869514923955,1.847130485076045,0.0,0.0,0.5509218131720459,3.5110102805501744,0.5692872580891446,0.008727412287032147,1.8452102677393434,0.15478973226065662,0.5986519513773743,0.19341921950361426,0.061179238519541546,0.29887399738206116,45.449078186827954,96.03999955207111,1.9221560936075763,0.5509218131720459,0.5692872580891446,4.973706391494931,4.624595889001842,-0.0,98.46045754470573,,Recalc Total<98.5,False,0.8604789840206143,0.7581178980816243,0.15478973226065662,2.0,0.7920711708809886,N/A,Mg-hastingsite
45,Jor46.4,amph+bi+spn+ap,2.23000004887581,0.223000004887581,223.000004887581,1000,1273.15,"Barclay, J., Carmichael, I.S.E. (2004) A hornblende basalt from western Mexico: water-saturated phase relations constrain a pressure-temperature window of eruptibility. Journal of Petrology 45 485-506. 10.1093/petrology/egg091",53.0999984741211,0.490000009536743,15.6099996566772,5.777574598183927,0.0900000035762787,2.70000004768372,3.79999995231628,4.67000007629395,3.34999990463257,,89.58757272302176,Jor46.4,42.0999984741211,2.40000009536743,10.6999998092651,,8.60000038146973,17.0,11.6999998092651,0.109999999403954,2.6800000667572,0.930000007152557,0.0,0.0,0.7006856812815575,0.42179436284239774,0.1197004757602334,0.2086342447130851,0.20988416765753767,0.08648090697678891,0.01974627118536137,0.0015506717143938143,0.030038300024624272,0.0,0.0,0.0,6.139514973512166,3.6958266389538745,1.0488338536080004,1.8280851223626993,1.8390371381355455,0.7577589174304186,0.17301984449264482,0.01358722243632808,0.2632001733540857,0.0,0.0,0.0,1.4836536592807443,6.139514973512166,1.8390371381355455,0.02144788835228839,0.0,0.7685835614834886,3.6958266389538745,0.2802502921245118,0.01358722243632808,1.8280851223626993,0.17191487763730073,0.5858440397931178,0.17301984449264482,0.0,0.2417522850017973,45.23141643851651,96.21999864280217,1.9401624775209734,0.7685835614834886,0.2802502921245118,7.003751300112394,2.297935569954052,-0.0,98.86184760891986,,,True,0.9295158778407986,0.7789443827957259,0.17191487763730073,2.0,0.7588638842857627,N/A,Mg-hastingsite
46,Jor46.21,ol+cpx+amph+spn+ap,1.04000002145767,0.104000002145767,104.000002145767,1020,1293.15,"Barclay, J., Carmichael, I.S.E. (2004) A hornblende basalt from western Mexico: water-saturated phase relations constrain a pressure-temperature window of eruptibility. Journal of Petrology 45 485-506. 10.1093/petrology/egg091",56.3400001525879,0.790000021457672,17.3700008392334,6.484212930064717,0.100000001490116,1.95000004768372,3.44000005722046,5.71000003814697,4.07999992370606,,96.264214011591,Jor46.21,41.2000007629394,3.20000004768372,11.3000001907349,,9.10000038146973,15.5,11.6000003814697,0.100000001490116,2.71000003814697,1.05999994277954,0.0,0.0,0.6857066900163006,0.38457721317983323,0.1266598054375989,0.20685105621479877,0.22165338101303245,0.0874489758836693,0.02250650125334763,0.0014097015871846286,0.040051065704820143,0.0,0.0,0.0,6.105365570171196,3.424181957980789,1.1277480976959926,1.8417514881433596,1.973547787490357,0.778624409358167,0.20039241246711034,0.012551640023241016,0.3566049466384241,0.0,0.0,0.0,1.4600578569387699,6.105365570171196,1.8946344298288036,0.0,0.0,0.4399913807784088,3.424181957980789,0.6877567169175838,0.012551640023241016,1.8417514881433596,0.15824851185664035,0.6203758975015267,0.20039241246711034,0.0789133576615535,0.3566049466384241,45.56000861922159,95.77000174671409,1.9093064283045453,0.4399913807784088,0.6877567169175838,3.945675154651421,5.549631517086815,-0.0,98.07461446528714,,Recalc Total<98.5,False,0.8327414946346248,0.752248368515777,0.15824851185664035,2.0,0.820768309968637,N/A,Mg-hastingsite
47,8,Dacite,2.06,,206.0,900,1173.15,Costa et al. 2004,69.6,0.36,16.48,2.27,0.06,0.96,3.58,4.3,2.92,,100.52999999999999,8,44.4,1.62,10.78,0.0,10.08,14.74,11.65,0.16,2.06,0.62,0.0,0.0,0.7389654483722787,0.36572052401746724,0.140300086295688,0.20774264876335172,0.21145339884857936,0.06647412833379047,0.013164180688996233,0.0022555225058855043,0.02027585171093144,0.0,0.0,0.0,6.495429539653077,3.2146454210991946,1.2332231864808174,1.8260363057508662,1.8586534135885187,0.5843006838182636,0.11571178097837083,0.0198258085602675,0.1782226306181246,0.0,0.0,0.0,1.4789708317508303,6.495429539653077,1.5045704603469234,0.0,0.0,0.4419571695707134,3.2146454210991946,0.791266016910104,0.0198258085602675,1.8260363057508662,0.17396369424913383,0.4103369895691298,0.11571178097837083,0.3540829532415952,0.1782226306181246,45.55804283042929,96.11,1.9340387799818548,0.4419571695707134,0.791266016910104,4.014642566301959,6.467573378355316,-0.0,98.44625472463913,,Recalc Total<98.5,False,0.8024754093656857,0.7227383955589041,0.17396369424913383,2.0,0.5260487705475007,N/A,Mg-hastingsite
48,2,"liq,amph,phl",15.0,1.5,1500.0,1040,1313.15,"Dalpé, C. and Baker, D.R. (2000) Experimental investigation of large-ion-lithophile-element-, high-field-strength-element- and rare-earth-element-partitioning between calcic amphibole and basaltic melt: the effects of pressure and oxygen fugacity. Contributions to Mineralogy and Petrology 140(2) 233-250. 10.1007/s004100000181",35.92,2.15,11.64,10.45,0.25,7.14,11.06,3.56,1.63,2.25,86.05,2,43.42,2.59,11.89,,8.06,16.73,10.67,0.12,3.05,1.15,0.0,0.0,0.7226549497370348,0.41509527590313616,0.11218439439913147,0.19026730148540452,0.23322642971332178,0.09842043272721406,0.02441743192313817,0.0016916418794141281,0.03241633082179779,0.0,0.0,0.0,6.191726191962959,3.55654699785117,0.9611987759626733,1.6302151317305469,1.9982900470542178,0.8432687984260954,0.20920918459630264,0.01449403112232377,0.2777439560466562,0.0,0.0,0.0,1.517269022453836,6.191726191962959,1.8082738080370406,0.0,0.0,0.7498614104430459,3.55654699785117,0.21133736551962745,0.01449403112232377,1.6302151317305469,0.3697848682694531,0.47348393015664225,0.20920918459630264,0.19001623901717712,0.2777439560466562,45.250138589556954,97.68000000000002,1.9841210293627087,0.7498614104430459,0.21133736551962745,6.98796446737083,1.7721403820788315,-0.0,100.36422587881239,,,True,0.9439108674421839,0.7872392949744851,0.3697848682694531,2.0,0.6826931147529449,N/A,Mg-hastingsite
49,23,"liq,amph,cpx",15.0,1.5,1500.0,1000,1273.15,"Dalpé, C. and Baker, D.R. (2000) Experimental investigation of large-ion-lithophile-element-, high-field-strength-element- and rare-earth-element-partitioning between calcic amphibole and basaltic melt: the effects of pressure and oxygen fugacity. Contributions to Mineralogy and Petrology 140(2) 233-250. 10.1007/s004100000181",45.3,2.25,16.49,9.47,0.18,6.08,7.52,1.7,0.87,0.26,90.12,23,42.24,2.17,13.72,,8.8,15.95,10.75,0.11,2.74,1.06,0.0,0.0,0.7030157779109247,0.3957423580786026,0.12248420232163239,0.1916938604468696,0.26912250762546464,0.0884170444828087,0.02250650246828388,0.0015506717227962842,0.027159628526371122,0.0,0.0,0.0,6.0162955965604645,3.386699247854466,1.0482000407809149,1.6404851281165758,2.3031069976462786,0.756658800693677,0.19260701672483665,0.013270398404560669,0.23242771875331666,0.0,0.0,0.0,1.5190751461857916,6.0162955965604645,1.9837044034395355,0.0,0.0,0.9692102980744863,3.386699247854466,0.07898974270642856,0.013270398404560669,1.6404851281165758,0.35951487188342424,0.39714392881025273,0.19260701672483665,0.3194025942067431,0.23242771875331666,45.030789701925514,97.54,1.9864828834737276,0.9692102980744863,0.07898974270642856,9.042830089427586,0.6631460682816905,-0.0,100.43245904118301,,,True,0.9772080694714488,0.763647385755304,0.35951487188342424,2.0,0.5897509455350893,N/A,Mg-hastingsite
50,25,"liq,amph,cpx,ilm",22.0,2.2,2200.0,1000,1273.15,"Dalpé, C. and Baker, D.R. (2000) Experimental investigation of large-ion-lithophile-element-, high-field-strength-element- and rare-earth-element-partitioning between calcic amphibole and basaltic melt: the effects of pressure and oxygen fugacity. Contributions to Mineralogy and Petrology 140(2) 233-250. 10.1007/s004100000181",47.07,1.65,16.37,8.46,0.18,3.29,7.14,1.35,0.77,0.51,86.79000000000002,25,41.6,1.66,14.54,,11.94,13.59,10.11,0.15,2.77,1.08,0.0,0.0,0.6923640237001532,0.33718737594283443,0.16618879269548756,0.18028138875514899,0.2852070889850041,0.08938511431291243,0.022931153458251502,0.00211455234926766,0.020776490024781595,0.0,0.0,0.0,5.98517285154141,2.914831879320095,1.4366267111276765,1.5584508100940802,2.4654858826106048,0.7726937582032121,0.19822941752429252,0.01827934566323006,0.17960332973698417,0.0,0.0,0.0,1.5038383236975283,5.98517285154141,2.01482714845859,0.0,0.0,1.1171369589169373,2.914831879320095,0.31948975221073916,0.01827934566323006,1.5584508100940802,0.44154918990591985,0.3311445682972922,0.19822941752429252,0.45065873415201496,0.17960332973698417,44.88286304108306,97.44,1.9665578079121526,1.1171369589169373,0.31948975221073916,10.318454673472157,2.655322786252443,-0.0,100.44033526763675,,,True,0.9012189297761577,0.6698516873672362,0.44154918990591985,2.0,0.5293739858215847,N/A,Mg-hastingsite
